adm3_pcode,cod_name,census_name,district_pcode,census_dist,census_gapa,match
NP0101301,Phungling,Phungling Municipality,NP0101,1,6,exact
NP0101401,Phaktanlung,Phaktanlung Gaunpalika,NP0101,1,1,exact
NP0101402,Mikwakhola,Mikwakhola Gaunpalika,NP0101,1,2,exact
NP0101403,Sirijanga,Sirijanga Gaunpalika,NP0101,1,8,exact
NP0101404,Meringden,Meringden Gaunpalika,NP0101,1,3,exact
NP0101405,Maiwakhola,Maiwakhola Gaunpalika,NP0101,1,4,exact
NP0101406,Aatharai Tribeni,Aatharai Tribeni Gaunpalika,NP0101,1,5,exact
NP0101407,Pathivara Yangwarak,Pathivara Yangwarak Gaunpalika,NP0101,1,7,exact
NP0101408,Sidingba,Sidingba Gaunpalika,NP0101,1,9,exact
NP0102301,Phidim,Phidim Municipality,NP0102,9,4,exact
NP0102401,Hilihan,Hilihan Gaunpalika,NP0102,9,2,exact
NP0102402,Yangbarak,Yangbarak Gaunpalika,NP0102,9,1,exact
NP0102403,Falelung,Falelung Gaunpalika,NP0102,9,3,exact
NP0102404,Kummayak,Kummayak Gaunpalika,NP0102,9,6,exact
NP0102405,Falgunanda,Falgunanda Gaunpalika,NP0102,9,5,exact
NP0102406,Tumbewa,Tumbewa Gaunpalika,NP0102,9,7,exact
NP0102407,Miklajung,Miklajung Gaunpalika,NP0102,9,8,exact
NP0103301,Deumai,Deumai Municipality,NP0103,10,4,exact
NP0103302,Illam,Illam Municipality,NP0103,10,3,exact
NP0103303,Suryodaya,Suryodaya Municipality,NP0103,10,9,exact
NP0103304,Mai,Mai Municipality,NP0103,10,8,exact
NP0103401,Fakfokathum,Fakfokathum Gaunpalika,NP0103,10,5,exact
NP0103402,Sandakpur,Sandakpur Gaunpalika,NP0103,10,2,exact
NP0103403,Mai Jogmai,Mai Jogmai Gaunpalika,NP0103,10,1,exact
NP0103404,Chulachuli,Chulachuli Gaunpalika,NP0103,10,7,exact
NP0103405,Mangsebung,Mangsebung Gaunpalika,NP0103,10,6,exact
NP0103406,Rong,Rong Gaunpalika,NP0103,10,10,exact
NP0104301,Damak,Damak Municipality,NP0104,11,7,exact
NP0104302,Shivasatakshi,Shivasatakshi Municipality,NP0104,11,5,exact
NP0104303,Kankai,Kankai Municipality,NP0104,11,4,exact
NP0104304,Arjundhara,Arjundhara Municipality,NP0104,11,3,exact
NP0104305,Mechinagar,Mechinagar Municipality,NP0104,11,1,exact
NP0104306,Gauradaha,Gauradaha Municipality,NP0104,11,8,exact
NP0104307,Birtamod,Birtamod Municipality,NP0104,11,12,exact
NP0104308,Bhadrapur,Bhadrapur Municipality,NP0104,11,14,exact
NP0104401,Kamal,Kamal Gaunpalika,NP0104,11,6,exact
NP0104402,Buddhashanti,Buddhashanti Gaunpalika,NP0104,11,2,exact
NP0104403,Gauriganj,Gauriganj Gaunpalika,NP0104,11,9,exact
NP0104404,Jhapa,Jhapa Gaunpalika,NP0104,11,10,exact
NP0104405,Barhadashi,Barhadashi Gaunpalika,NP0104,11,11,exact
NP0104406,Haldibari,Haldibari Gaunpalika,NP0104,11,13,exact
NP0104407,Kachanakawal,Kachanakawal Gaunpalika,NP0104,11,15,exact
NP0105101,Biratnagar,Biratnagar Metropolitian City,NP0105,12,14,exact
NP0105301,Letang,Letang Municipality,NP0105,12,2,exact
NP0105302,Sundarharaicha,Sundarharaicha Municipality,NP0105,12,4,exact
NP0105303,Belbari,Belbari Municipality,NP0105,12,5,exact
NP0105304,Pathari Shanishchare,Pathari Shanishchare Municipality,NP0105,12,7,exact
NP0105305,Urlabari,Urlabari Municipality,NP0105,12,8,exact
NP0105306,Rangeli,Rangeli Municipality,NP0105,12,11,exact
NP0105307,Sunwarshi,Sunwarshi Municipality,NP0105,12,10,exact
NP0105308,Ratuwamai,Ratuwamai Municipality,NP0105,12,9,exact
NP0105401,Kerabari,Kerabari Gaunpalika,NP0105,12,3,exact
NP0105402,Miklajung,Miklajung Gaunpalika,NP0105,12,1,exact
NP0105403,Kanepokhari,Kanepokhari Gaunpalika,NP0105,12,6,exact
NP0105404,Budhiganga,Budhiganga Gaunpalika,NP0105,12,13,exact
NP0105405,Gramthan,Gramthan Gaunpalika,NP0105,12,12,exact
NP0105406,Katahari,Katahari Gaunpalika,NP0105,12,15,exact
NP0105407,Jahada,Jahada Gaunpalika,NP0105,12,17,exact
NP0105408,Dhanapalthan,Dhanapalthan Gaunpalika,NP0105,12,16,exact
NP0106201,Dharan,Dharan Sub-Metropolitian City,NP0106,13,1,exact
NP0106202,Itahari,Itahari Sub-Metropolitian City,NP0106,13,6,exact
NP0106301,Barahachhetra,Barahachhetra Municipality,NP0106,13,2,exact
NP0106302,Ramdhuni,Ramdhuni Municipality,NP0106,13,5,exact
NP0106303,Inaruwa,Inaruwa Municipality,NP0106,13,9,exact
NP0106304,Duhabi,Duhabi Municipality,NP0106,13,7,exact
NP0106401,Koshi,Koshi Gaunpalika,NP0106,13,3,exact
NP0106402,Bhokraha Narsingh,Bhokraha Narsingh Gaunpalika,NP0106,13,4,exact
NP0106403,Gadhi,Gadhi Gaunpalika,NP0106,13,8,exact
NP0106404,Harinagar,Harinagar Gaunpalika,NP0106,13,10,exact
NP0106405,Dewangunj,Dewangunj Gaunpalika,NP0106,13,11,exact
NP0106406,Barju,Barju Gaunpalika,NP0106,13,12,exact
NP0107301,Mahalaxmi,Mahalaxmi Municipality,NP0107,7,1,exact
NP0107302,Pakhribas,Pakhribas Municipality,NP0107,7,2,exact
NP0107303,Dhankuta,Dhankuta Municipality,NP0107,7,4,exact
NP0107401,Shahidbhumi,Shahidbhumi Gaunpalika,NP0107,7,5,exact
NP0107402,Chhathar Jorpati,Chhathar Jorpati Gaunpalika,NP0107,7,3,exact
NP0107403,Sangurigadhi,Sangurigadhi Gaunpalika,NP0107,7,6,exact
NP0107404,Chaubise,Chaubise Gaunpalika,NP0107,7,7,exact
NP0108301,Laligurans,Laligurans Municipality,NP0108,8,5,exact
NP0108302,Myanglung,Myanglung Municipality,NP0108,8,4,exact
NP0108401,Menchhayayem,Menchhayayem Gaunpalika,NP0108,8,3,exact
NP0108402,Phedap,Phedap Gaunpalika,NP0108,8,2,exact
NP0108403,Aatharai,Aatharai Gaunpalika,NP0108,8,1,exact
NP0108404,Chhathar,Chhathar Gaunpalika,NP0108,8,6,exact
NP0109301,Khandabari,Khandabari Municipality,NP0109,2,6,exact
NP0109302,Panchakhapan,Panchakhapan Municipality,NP0109,2,7,exact
NP0109303,Chainapur,Chainapur Municipality,NP0109,2,8,exact
NP0109304,Dharmadevi,Dharmadevi Municipality,NP0109,2,10,exact
NP0109305,Madi,Madi Municipality,NP0109,2,9,exact
NP0109401,Makalu,Makalu Gaunpalika,NP0109,2,2,exact
NP0109402,Bhotkhola,Bhotkhola Gaunpalika,NP0109,2,1,exact
NP0109403,Silichong,Silichong Gaunpalika,NP0109,2,3,exact
NP0109404,Chichila,Chichila Gaunpalika,NP0109,2,4,exact
NP0109405,Sabhapokhari,Sabhapokhari Gaunpalika,NP0109,2,5,exact
NP0110301,Shadananda,Shadananda Municipality,NP0110,6,1,exact
NP0110302,Bhojpur,Bhojpur Municipality,NP0110,6,4,exact
NP0110401,Salpa Silichho,Salpa Silichho Gaunpalika,NP0110,6,2,exact
NP0110402,Temkemaiyum,Temkemaiyum Gaunpalika,NP0110,6,3,exact
NP0110403,Arun,Arun Gaunpalika,NP0110,6,5,exact
NP0110404,Ramprasad Rai,Ramprasad Rai Gaunpalika,NP0110,6,7,exact
NP0110405,Pauwa Dunma,Pauwa Dunma Gaunpalika,NP0110,6,6,exact
NP0110406,Aamchowk,Aamchowk Gaunpalika,NP0110,6,9,exact
NP0110407,Hatuwagadhi,Hatuwagadhi Gaunpalika,NP0110,6,8,exact
NP0111301,Solu Dhudhakunda,Solu Dhudhakunda Municipality,NP0111,3,7,exact
NP0111401,Khumbu Pasanglhamu,Khumbu Pasanglhamu Gaunpalika,NP0111,3,1,exact
NP0111402,Mahakulung,Mahakulung Gaunpalika,NP0111,3,2,exact
NP0111403,Likhu Pike,Likhu Pike Gaunpalika,NP0111,3,8,exact
NP0111404,Mapya Dudhkoshi,Mapya Dudhkoshi Gaunpalika,NP0111,3,4,exact
NP0111405,Necha Salyan,Necha Salyan Gaunpalika,NP0111,3,6,exact
NP0111406,Thulung Dudhkoshi,Thulung Dudhkoshi Gaunpalika,NP0111,3,5,exact
NP0111407,Sotang,Sotang Gaunpalika,NP0111,3,3,exact
NP0112301,Halesi Tuwachung,Halesi Tuwachung Municipality,NP0112,5,4,exact
NP0112302,Diktel Rupakot Majhuwagadhi,Diktel Rupakot Majhuwagadhi Municipality,NP0112,5,5,exact
NP0112401,Aiselukharka,Aiselukharka Gaunpalika,NP0112,5,2,exact
NP0112402,Kepilasgadhi,Kepilasgadhi Gaunpalika,NP0112,5,1,exact
NP0112403,Rawa Besi,Rawa Besi Gaunpalika,NP0112,5,3,exact
NP0112404,Diprung Chuichumma,Diprung Chuichumma Gaunpalika,NP0112,5,7,exact
NP0112405,Sakela,Sakela Gaunpalika,NP0112,5,6,exact
NP0112406,Khotehang,Khotehang Gaunpalika,NP0112,5,8,exact
NP0112407,Baraha Pokhari,Baraha Pokhari Gaunpalika,NP0112,5,10,exact
NP0112408,Jante Dhunga,Jante Dhunga Gaunpalika,NP0112,5,9,exact
NP0113301,Siddhicharan,Siddhicharan Municipality,NP0113,4,2,exact
NP0113401,Khiji Demba,Khiji Demba Gaunpalika,NP0113,4,4,exact
NP0113402,Likhu,Likhu Gaunpalika,NP0113,4,5,exact
NP0113403,Molung,Molung Gaunpalika,NP0113,4,3,exact
NP0113404,Champadevi,Champadevi Gaunpalika,NP0113,4,6,exact
NP0113405,Sunkoshi,Sunkoshi Gaunpalika,NP0113,4,7,exact
NP0113406,Chishankhu Gadhi,Chishankhu Gadhi Gaunpalika,NP0113,4,1,exact
NP0113407,Manebhanjyang,Manebhanjyang Gaunpalika,NP0113,4,8,exact
NP0114301,Katari,Katari Municipality,NP0114,14,7,exact
NP0114302,Triyuga,Triyuga Municipality,NP0114,14,3,exact
NP0114303,Chaudandigadhi,Chaudandigadhi Municipality,NP0114,14,2,exact
NP0114304,Belaka,Belaka Municipality,NP0114,14,1,exact
NP0114401,Tapli,Tapli Gaunpalika,NP0114,14,6,exact
NP0114402,Limchunbung,Limchunbung Gaunpalika,NP0114,14,5,exact
NP0114403,Udayapurgadhi,Udayapurgadhi Gaunpalika,NP0114,14,8,exact
NP0114404,Rautamai,Rautamai Gaunpalika,NP0114,14,4,exact
NP0215301,Surunga,Surunga Municipality,NP0215,15,7,exact
NP0215302,Khadak,Khadak Municipality,NP0215,15,6,exact
NP0215303,Shambhunath,Shambhunath Municipality,NP0215,15,5,exact
NP0215304,Saptakoshi,Saptakoshi Municipality,NP0215,15,1,exact
NP0215305,Kanchanrup,Kanchanrup Municipality,NP0215,15,2,exact
NP0215306,Bode Barsain,Bode Barsain Municipality,NP0215,15,9,exact
NP0215307,Dakneshwori,Dakneshwori Municipality,NP0215,15,10,exact
NP0215308,Rajbiraj,Rajbiraj Municipality,NP0215,15,13,exact
NP0215309,Hanumannagar Kankalini,Hanumannagar Kankalini Municipality,NP0215,15,16,exact
NP0215401,Rupani,Rupani Gaunpalika,NP0215,15,4,exact
NP0215402,Agnisair Krishna Sabaran,Agnisair Krishna Sabaran Gaunpalika,NP0215,15,3,exact
NP0215403,Tirahut,Tirahut Gaunpalika,NP0215,15,15,exact
NP0215404,Balan-Bihul,Balan-Bihul Gaunpalika,NP0215,15,8,exact
NP0215405,Mahadewa,Mahadewa Gaunpalika,NP0215,15,14,exact
NP0215406,Rajgadh,Rajgadh Gaunpalika,NP0215,15,11,exact
NP0215407,Bishnupur,Bishnupur Gaunpalika,NP0215,15,12,exact
NP0215408,Chhinnamasta,Chhinnamasta Gaunpalika,NP0215,15,18,exact
NP0215409,Tilathi Koiladi,Tilathi Koiladi Gaunpalika,NP0215,15,17,exact
NP0216301,Karjanha,Karjanha Municipality,NP0216,16,5,exact
NP0216302,Mirchaiya,Mirchaiya Municipality,NP0216,16,4,exact
NP0216303,Golbazar,Golbazar Municipality,NP0216,16,3,exact
NP0216304,Dhangadhimai,Dhangadhimai Municipality,NP0216,16,2,exact
NP0216305,Lahan,Lahan Municipality,NP0216,16,1,exact
NP0216306,Kalyanpur,Kalyanpur Municipality,NP0216,16,6,exact
NP0216307,Sukhipur,Sukhipur Municipality,NP0216,16,10,exact
NP0216308,Siraha,Siraha Municipality,NP0216,16,17,exact
NP0216401,Naraha,Naraha Gaunpalika,NP0216,16,7,exact
NP0216402,Bishnupur,Bishnupur Gaunpalika,NP0216,16,8,exact
NP0216403,Arnama,Arnama Gaunpalika,NP0216,16,9,exact
NP0216404,Aurahi,Aurahi Gaunpalika,NP0216,16,16,exact
NP0216405,Bariyarpatti,Bariyarpatti Gaunpalika,NP0216,16,15,exact
NP0216406,Laxmipur Patari,Laxmipur Patari Gaunpalika,NP0216,16,11,exact
NP0216407,Nawarajpur,Nawarajpur Gaunpalika,NP0216,16,14,exact
NP0216408,Sakhuwa Nankarkatti,Sakhuwa Nankarkatti Gaunpalika,NP0216,16,12,exact
NP0216409,Bhagawanpur,Bhagawanpur Gaunpalika,NP0216,16,13,exact
NP0217201,Janakpurdham,Janakpurdham Sub-Metropolitian City,NP0217,17,15,exact
NP0217301,Mithila,Mithila Municipality,NP0217,17,3,exact
NP0217302,Ganeshman Charnath,Ganeshman Charnath Municipality,NP0217,17,1,exact
NP0217303,Chhireshwornath,Chhireshwornath Municipality,NP0217,17,5,exact
NP0217304,Dhanushadham,Dhanushadham Municipality,NP0217,17,2,exact
NP0217305,Mithila Bihari,Mithila Bihari Municipality,NP0217,17,7,exact
NP0217306,Sabaila,Sabaila Municipality,NP0217,17,9,exact
NP0217307,Hansapur,Hansapur Municipality,NP0217,17,8,exact
NP0217308,Shahidnagar,Shahidnagar Municipality,NP0217,17,10,exact
NP0217309,Nagarain,Nagarain Municipality,NP0217,17,17,exact
NP0217310,Bideha,Bideha Municipality,NP0217,17,13,exact
NP0217311,Kamala,Kamala Municipality,NP0217,17,11,exact
NP0217401,Bateshwor,Bateshwor Gaunpalika,NP0217,17,4,exact
NP0217402,Laxminiya,Laxminiya Gaunpalika,NP0217,17,6,exact
NP0217403,Aurahi,Aurahi Gaunpalika,NP0217,17,14,exact
NP0217404,Dhanauji,Dhanauji Gaunpalika,NP0217,17,16,exact
NP0217405,Mukhiyapatti Musaharmiya,Mukhiyapatti Musaharmiya Gaunpalika,NP0217,17,18,exact
NP0217406,Janak Nandini,Janak Nandini Gaunpalika,NP0217,17,12,exact
NP0218301,Bardibas,Bardibas Municipality,NP0218,18,1,exact
NP0218302,Gaushala,Gaushala Municipality,NP0218,18,2,exact
NP0218303,Aurahi,Aurahi Municipality,NP0218,18,4,exact
NP0218304,Bhangaha,Bhangaha Municipality,NP0218,18,5,exact
NP0218305,Ram Gopalpur,Ram Gopalpur Municipality,NP0218,18,8,exact
NP0218306,Manara Shisawa,Manara Shisawa Municipality,NP0218,18,10,exact
NP0218307,Balawa,Balawa Municipality,NP0218,18,7,exact
NP0218308,Loharpatti,Loharpatti Municipality,NP0218,18,6,exact
NP0218309,Jaleshwor,Jaleshwor Municipality,NP0218,18,15,exact
NP0218310,Matihani,Matihani Municipality,NP0218,18,14,exact
NP0218401,Sonama,Sonama Gaunpalika,NP0218,18,3,exact
NP0218402,Samsi,Samsi Gaunpalika,NP0218,18,9,exact
NP0218403,Ekadara,Ekadara Gaunpalika,NP0218,18,11,exact
NP0218404,Mahottari,Mahottari Gaunpalika,NP0218,18,12,exact
NP0218405,Pipara,Pipara Gaunpalika,NP0218,18,13,exact
NP0219301,Bagmati,Bagmati Municipality,NP0219,19,3,exact
NP0219302,Hariwan,Hariwan Municipality,NP0219,19,2,exact
NP0219303,Lalbandi,Lalbandi Municipality,NP0219,19,1,exact
NP0219304,Barahathawa,Barahathawa Municipality,NP0219,19,4,exact
NP0219305,Haripur,Haripur Municipality,NP0219,19,5,exact
NP0219306,Ishworpur,Ishworpur Municipality,NP0219,19,6,exact
NP0219307,Kabilashi,Kabilashi Municipality,NP0219,19,11,exact
NP0219308,Godaita,Godaita Municipality,NP0219,19,17,exact
NP0219309,Malangawa,Malangawa Municipality,NP0219,19,20,exact
NP0219310,Haripurwa,Haripurwa Municipality,NP0219,19,7,exact
NP0219311,Balara,Balara Municipality,NP0219,19,16,exact
NP0219401,Basbariya,Basbariya Gaunpalika,NP0219,19,13,exact
NP0219402,Chandranagar,Chandranagar Gaunpalika,NP0219,19,10,exact
NP0219403,Dhanakaul,Dhanakaul Gaunpalika,NP0219,19,14,exact
NP0219404,Chakraghatta,Chakraghatta Gaunpalika,NP0219,19,12,exact
NP0219405,Ramnagar,Ramnagar Gaunpalika,NP0219,19,15,exact
NP0219406,Kaudena,Kaudena Gaunpalika,NP0219,19,19,exact
NP0219407,Brahmapuri,Brahmapuri Gaunpalika,NP0219,19,9,exact
NP0219408,Bishnu,Bishnu Gaunpalika,NP0219,19,18,exact
NP0219409,Parsa,Parsa Gaunpalika,NP0219,19,8,exact
NP0232301,Gujara,Gujara Municipality,NP0232,20,2,exact
NP0232302,Chandrapur,Chandrapur Municipality,NP0232,20,1,exact
NP0232303,Phatuwa Bijayapur,Phatuwa Bijayapur Municipality,NP0232,20,3,exact
NP0232304,Katahariya,Katahariya Municipality,NP0232,20,4,exact
NP0232305,Brindaban,Brindaban Municipality,NP0232,20,5,exact
NP0232306,Maulapur,Maulapur Municipality,NP0232,20,10,exact
NP0232307,Dewahi Gonahi,Dewahi Gonahi Municipality,NP0232,20,9,exact
NP0232308,Garuda,Garuda Municipality,NP0232,20,8,exact
NP0232309,Gadhimai,Gadhimai Municipality,NP0232,20,6,exact
NP0232310,Boudhimai,Boudhimai Municipality,NP0232,20,11,exact
NP0232311,Madhav Narayan,Madhav Narayan Municipality,NP0232,20,7,exact
NP0232312,Paroha,Paroha Municipality,NP0232,20,12,exact
NP0232313,Ishanath,Ishanath Municipality,NP0232,20,18,exact
NP0232314,Rajpur,Rajpur Municipality,NP0232,20,13,exact
NP0232315,Gaur,Gaur Municipality,NP0232,20,17,exact
NP0232316,Rajdevi,Rajdevi Municipality,NP0232,20,16,exact
NP0232401,Yamunamai,Yamunamai Gaunpalika,NP0232,20,14,exact
NP0232402,Durga Bhagawati,Durga Bhagawati Gaunpalika,NP0232,20,15,exact
NP0233201,Jitpur Simara,Jitpur Simara Sub-Metropolitian City,NP0233,21,3,exact
NP0233202,Kalaiya,Kalaiya Sub-Metropolitian City,NP0233,21,8,exact
NP0233301,Nijagadh,Nijagadh Municipality,NP0233,21,1,exact
NP0233302,Kolhabi,Kolhabi Municipality,NP0233,21,2,exact
NP0233303,Mahagadhimai,Mahagadhimai Municipality,NP0233,21,14,exact
NP0233304,Pacharauta,Pacharauta Municipality,NP0233,21,13,exact
NP0233305,Simroungadh,Simroungadh Municipality,NP0233,21,12,exact
NP0233401,Parawanipur,Parawanipur Gaunpalika,NP0233,21,4,exact
NP0233402,Prasauni,Prasauni Gaunpalika,NP0233,21,5,exact
NP0233403,Karaiyamai,Karaiyamai Gaunpalika,NP0233,21,9,exact
NP0233404,Bishrampur,Bishrampur Gaunpalika,NP0233,21,6,exact
NP0233405,Pheta,Pheta Gaunpalika,NP0233,21,7,exact
NP0233406,Baragadhi,Baragadhi Gaunpalika,NP0233,21,10,exact
NP0233407,Devtal,Devtal Gaunpalika,NP0233,21,15,exact
NP0233408,Subarna,Subarna Gaunpalika,NP0233,21,16,exact
NP0233409,Aadarsha Kotwal,Aadarsha Kotwal Gaunpalika,NP0233,21,11,exact
NP0234101,Birgunj,Birgunj Metropolitian City,NP0234,22,7,exact
NP0234301,Pokhariya,Pokhariya Municipality,NP0234,22,9,exact
NP0234302,Bahudarmai,Bahudarmai Municipality,NP0234,22,8,exact
NP0234303,Parsagadhi,Parsagadhi Municipality,NP0234,22,6,exact
NP0234401,Thori,Thori Gaunpalika,NP0234,22,1,exact
NP0234402,Jirabhawani,Jirabhawani Gaunpalika,NP0234,22,2,exact
NP0234403,Paterwa Sugauli,Paterwa Sugauli Gaunpalika,NP0234,22,4,exact
NP0234404,Sakhuwa Prasauni,Sakhuwa Prasauni Gaunpalika,NP0234,22,5,exact
NP0234405,Jagarnathpur,Jagarnathpur Gaunpalika,NP0234,22,3,exact
NP0234406,Dhobini,Dhobini Gaunpalika,NP0234,22,11,exact
NP0234407,Chhipaharmai,Chhipaharmai Gaunpalika,NP0234,22,12,exact
NP0234408,Kalikamai,Kalikamai Gaunpalika,NP0234,22,10,exact
NP0234409,Pakaha Mainpur,Pakaha Mainpur Gaunpalika,NP0234,22,13,exact
NP0234410,Bindabasini,Bindabasini Gaunpalika,NP0234,22,14,exact
NP0320301,Kamalamai,Kamalamai Municipality,NP0320,33,5,exact
NP0320302,Dudhouli,Dudhouli Municipality,NP0320,33,1,exact
NP0320401,Hariharpurgaghi,Hariharpurgaghi Gaunpalika,NP0320,33,9,exact
NP0320402,Marin,Marin Gaunpalika,NP0320,33,8,exact
NP0320403,Ghyanglekha,Ghyanglekha Gaunpalika,NP0320,33,7,exact
NP0320404,Sunkoshi,Sunkoshi Gaunpalika,NP0320,33,6,exact
NP0320405,Golanjor,Golanjor Gaunpalika,NP0320,33,4,exact
NP0320406,Tinpatan,Tinpatan Gaunpalika,NP0320,33,3,exact
NP0320407,Phikkal,Phikkal Gaunpalika,NP0320,33,2,exact
NP0321301,Manthali,Manthali  Municipality,NP0321,32,5,exact
NP0321302,Ramechhap,Ramechhap Municipality,NP0321,32,4,exact
NP0321401,Sunapati,Sunapati Gaunpalika,NP0321,32,8,exact
NP0321402,Doramba,Doramba Gaunpalika,NP0321,32,7,exact
NP0321403,Gokulganga,Gokulganga Gaunpalika,NP0321,32,2,exact
NP0321404,Umakunda,Umakunda Gaunpalika,NP0321,32,1,exact
NP0321405,Khandadevi,Khandadevi Gaunpalika,NP0321,32,6,exact
NP0321406,Likhu Tamakoshi,Likhu Tamakoshi Gaunpalika,NP0321,32,3,exact
NP0322301,Bhimeshwor,Bhimeshwor Municipality,NP0322,23,9,exact
NP0322302,Jiri,Jiri Municipality,NP0322,23,5,exact
NP0322401,Bigu,Bigu Gaunpalika,NP0322,23,2,exact
NP0322402,Gaurishankar,Gaurishankar Gaunpalika,NP0322,23,1,exact
NP0322403,Kalinchowk,Kalinchowk Gaunpalika,NP0322,23,3,exact
NP0322404,Baiteshwor,Baiteshwor Gaunpalika,NP0322,23,4,exact
NP0322405,Shailung,Shailung Gaunpalika,NP0322,23,8,exact
NP0322406,Melung,Melung Gaunpalika,NP0322,23,7,exact
NP0322407,Tamakoshi,Tamakoshi Gaunpalika,NP0322,23,6,exact
NP0323301,Melamchi,Melanchi Municipality,NP0323,24,5,fuzzy0.88
NP0323302,Choutara Sangachowkgadhi,Choutara Sangachowkgadhi Municipality,NP0323,24,7,exact
NP0323303,Bahrabise,Bahrabise Municipality,NP0323,24,9,exact
NP0323401,Helambu,Helambu Gaunpalika,NP0323,24,4,exact
NP0323402,Panchpokhari Thangpal,Panchpokhari Thangpal Gaunpalika,NP0323,24,3,exact
NP0323403,Jugal,Jugal Gaunpalika,NP0323,24,2,exact
NP0323404,Bhotekoshi,Bhotekoshi Gaunpalika,NP0323,24,1,exact
NP0323405,Indrawoti,Indrawoti Gaunpalika,NP0323,24,6,exact
NP0323406,Balephi,Balephi Gaunpalika,NP0323,24,8,exact
NP0323407,Sunkoshi,Sunkoshi Gaunpalika,NP0323,24,12,exact
NP0323408,Tripurasundari,Tripurasundari Gaunpalika,NP0323,24,10,exact
NP0323409,Lisankhu Pakhar,Lisankhu Pakhar Gaunpalika,NP0323,24,11,exact
NP0324301,Mandan Deupur,Mandan Deupur Municipality,NP0324,31,3,exact
NP0324302,Banepa,Banepa Municipality,NP0324,31,4,exact
NP0324303,Dhulikhel,Dhulikhel Municipality,NP0324,31,5,exact
NP0324304,Panchkhal,Panchkhal Municipality,NP0324,31,6,exact
NP0324305,Panauti,Panauti Municipality,NP0324,31,9,exact
NP0324306,Namobuddha,Namobuddha Municipality,NP0324,31,8,exact
NP0324401,Bhumlu,Bhumlu Gaunpalika,NP0324,31,2,exact
NP0324402,Chauri Deurali,Chauri Deurali Gaunpalika,NP0324,31,1,exact
NP0324403,Bethanchowk,Bethanchowk Gaunpalika,NP0324,31,10,exact
NP0324404,Roshi,Roshi Gaunpalika,NP0324,31,11,exact
NP0324405,Temal,Temal Gaunpalika,NP0324,31,7,exact
NP0324406,Khanikhola,Khanikhola Gaunpalika,NP0324,31,13,exact
NP0324407,Mahabharat,Mahabharat Gaunpalika,NP0324,31,12,exact
NP0325101,Lalitpur,Lalitpur Metropolitian City,NP0325,30,2,exact
NP0325301,Godawari,Godawari Municipality,NP0325,30,3,exact
NP0325302,Mahalaxmi,Mahalaxmi Municipality,NP0325,30,1,exact
NP0325401,Bagmati,Bagmati Gaunpalika,NP0325,30,6,exact
NP0325402,Konjyosom,Konjyosom Gaunpalika,NP0325,30,4,exact
NP0325403,Mahankal,Mahankal Gaunpalika,NP0325,30,5,exact
NP0326301,Madhyapur Thimi,Madhyapur Thimi Municipality,NP0326,29,3,exact
NP0326302,Changunarayan,Changunarayan Municipality,NP0326,29,1,exact
NP0326303,Bhaktapur,Bhaktapur Municipality,NP0326,29,2,exact
NP0326304,Suryabinayak,Suryabinayak Municipality,NP0326,29,4,exact
NP0327101,Kathmandu,Kathmandu Metropolitian City,NP0327,28,8,exact
NP0327301,Tarakeshwor,Tarakeshwor Municipality,NP0327,28,6,exact
NP0327302,Tokha,Tokha Municipality,NP0327,28,5,exact
NP0327303,Budhanilkhantha,Budhanilkhantha Municipality,NP0327,28,4,exact
NP0327304,Gokarneshwor,Gokarneshwor Municipality,NP0327,28,3,exact
NP0327305,Nagarjun,Nagarjun Municipality,NP0327,28,7,exact
NP0327306,Kageshwori Manahara,Kageshwori Manahara Municipality,NP0327,28,2,exact
NP0327307,Shankharapur,Shankharapur Municipality,NP0327,28,1,exact
NP0327308,Chandragiri,Chandragiri Municipality,NP0327,28,10,exact
NP0327309,Kirtipur,Kirtipur Municipality,NP0327,28,9,exact
NP0327310,Dakshinkali,Dakshinkali Municipality,NP0327,28,11,exact
NP0328301,Bidur,Bidur Municipality,NP0328,27,4,exact
NP0328302,Belkotgadhi,Belkotgadhi Municipality,NP0328,27,8,exact
NP0328401,Myagang,Myagang Gaunpalika,NP0328,27,6,exact
NP0328402,Kispang,Kispang Gaunpalika,NP0328,27,5,exact
NP0328403,Tarakeshwor,Tarakeshwor Gaunpalika,NP0328,27,7,exact
NP0328404,Suryagadhi,Suryagadhi Gaunpalika,NP0328,27,3,exact
