code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_INDV59_I_ACCOMMOD,Population By Lit Sts And Industry: i_accommod (Census 2021),"Source column i_accommod from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:i_accommod
CENSUS_INDV59_J_INFORMAT,Population By Lit Sts And Industry: j_informat (Census 2021),"Source column j_informat from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:j_informat
CENSUS_INDV59_K_FINANCE,Population By Lit Sts And Industry: k_finance (Census 2021),"Source column k_finance from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:k_finance
CENSUS_INDV59_L_REALESTAT,Population By Lit Sts And Industry: l_realestat (Census 2021),"Source column l_realestat from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:l_realestat
CENSUS_INDV59_M_PROFESNL,Population By Lit Sts And Industry: m_profesnl (Census 2021),"Source column m_profesnl from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:m_profesnl
CENSUS_INDV59_N_ADMIN,Population By Lit Sts And Industry: n_admin (Census 2021),"Source column n_admin from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:n_admin
CENSUS_INDV59_O_PUB_ADMIN,Population By Lit Sts And Industry: o_pub_admin (Census 2021),"Source column o_pub_admin from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:o_pub_admin
CENSUS_INDV59_P_EDUCATN,Population By Lit Sts And Industry: p_educatn (Census 2021),"Source column p_educatn from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:p_educatn
CENSUS_INDV59_Q_HUMNHEALTH,Population By Lit Sts And Industry: q_humnhealth (Census 2021),"Source column q_humnhealth from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:q_humnhealth
CENSUS_INDV59_R_ARTS,Population By Lit Sts And Industry: r_arts (Census 2021),"Source column r_arts from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:r_arts
CENSUS_INDV59_S_OTHERSERVIC,Population By Lit Sts And Industry: s_otherservic (Census 2021),"Source column s_otherservic from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:s_otherservic
CENSUS_INDV59_T_HHLD_ACTIV,Population By Lit Sts And Industry: t_hhld_activ (Census 2021),"Source column t_hhld_activ from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:t_hhld_activ
CENSUS_INDV59_U_EXTRA_TERI,Population By Lit Sts And Industry: u_extra_teri (Census 2021),"Source column u_extra_teri from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:u_extra_teri
CENSUS_INDV59_V_NOTSTD,Population By Lit Sts And Industry: v_notstd (Census 2021),"Source column v_notstd from Indv59_PopulationByLitStsAndIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv59_PopulationByLitStsAndIndustry:v_notstd
CENSUS_INDV60_ROWTOTAL,Population By Employment Status: rowtotal (Census 2021),"Source column rowtotal from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:rowtotal
CENSUS_INDV60_A_10TO14,Population By Employment Status: a_10to14 (Census 2021),"Source column a_10to14 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:a_10to14
CENSUS_INDV60_B_15TO19,Population By Employment Status: b_15to19 (Census 2021),"Source column b_15to19 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:b_15to19
CENSUS_INDV60_C_20TO24,Population By Employment Status: c_20to24 (Census 2021),"Source column c_20to24 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:c_20to24
CENSUS_INDV60_D_25TO29,Population By Employment Status: d_25to29 (Census 2021),"Source column d_25to29 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:d_25to29
CENSUS_INDV60_E_30TO34,Population By Employment Status: e_30to34 (Census 2021),"Source column e_30to34 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:e_30to34
CENSUS_INDV60_F_35TO39,Population By Employment Status: f_35to39 (Census 2021),"Source column f_35to39 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:f_35to39
CENSUS_INDV60_G_40TO44,Population By Employment Status: g_40to44 (Census 2021),"Source column g_40to44 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:g_40to44
CENSUS_INDV60_H_45TO49,Population By Employment Status: h_45to49 (Census 2021),"Source column h_45to49 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:h_45to49
CENSUS_INDV60_I_50TO54,Population By Employment Status: i_50to54 (Census 2021),"Source column i_50to54 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:i_50to54
CENSUS_INDV60_J_55TO59,Population By Employment Status: j_55to59 (Census 2021),"Source column j_55to59 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:j_55to59
CENSUS_INDV60_K_60TO64,Population By Employment Status: k_60to64 (Census 2021),"Source column k_60to64 from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:k_60to64
CENSUS_INDV60_L_65PLS,Population By Employment Status: l_65pls (Census 2021),"Source column l_65pls from Indv60_PopulationByEmploymentStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv60_PopulationByEmploymentStatus:l_65pls
CENSUS_INDV61_ROWTOTAL,Population By Occupation And Emp Sts: rowtotal (Census 2021),"Source column rowtotal from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:rowtotal
CENSUS_INDV61_A_EMPLOYEE,Population By Occupation And Emp Sts: a_employee (Census 2021),"Source column a_employee from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:a_employee
CENSUS_INDV61_B_EMPLOYER,Population By Occupation And Emp Sts: b_employer (Census 2021),"Source column b_employer from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:b_employer
CENSUS_INDV61_C_OWNACCOUNT,Population By Occupation And Emp Sts: c_ownaccount (Census 2021),"Source column c_ownaccount from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:c_ownaccount
CENSUS_INDV61_D_FAMILYSUPP,Population By Occupation And Emp Sts: d_familysupp (Census 2021),"Source column d_familysupp from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:d_familysupp
CENSUS_INDV61_E_NOTSTD,Population By Occupation And Emp Sts: e_notstd (Census 2021),"Source column e_notstd from Indv61_PopulationByOccupationAndEmpSts.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv61_PopulationByOccupationAndEmpSts:e_notstd
CENSUS_INDV62_ROWTOTAL,Population By Sector: rowtotal (Census 2021),"Source column rowtotal from Indv62_PopulationBySector.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv62_PopulationBySector:rowtotal
CENSUS_INDV62_A_GOVT,Population By Sector: a_govt (Census 2021),"Source column a_govt from Indv62_PopulationBySector.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv62_PopulationBySector:a_govt
CENSUS_INDV62_B_FINANCL,Population By Sector: b_financl (Census 2021),"Source column b_financl from Indv62_PopulationBySector.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv62_PopulationBySector:b_financl
CENSUS_INDV62_C_NFINANCL,Population By Sector: c_nfinancl (Census 2021),"Source column c_nfinancl from Indv62_PopulationBySector.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv62_PopulationBySector:c_nfinancl
