code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_INDV02_D_4PERSON,Size Of Person: d_4person (Census 2021),"Source column d_4person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:d_4person
CENSUS_INDV02_E_5PERSON,Size Of Person: e_5person (Census 2021),"Source column e_5person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:e_5person
CENSUS_INDV02_F_6PERSON,Size Of Person: f_6person (Census 2021),"Source column f_6person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:f_6person
CENSUS_INDV02_G_7PERSON,Size Of Person: g_7person (Census 2021),"Source column g_7person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:g_7person
CENSUS_INDV02_H_8PERSON,Size Of Person: h_8person (Census 2021),"Source column h_8person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:h_8person
CENSUS_INDV02_I_9PERSON,Size Of Person: i_9person (Census 2021),"Source column i_9person from Indv02_SizeOfPerson.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv02_SizeOfPerson:i_9person
CENSUS_INDV03_ROWTOTAL,Population By Single Year: rowtotal (Census 2021),"Source column rowtotal from Indv03_PopulationBySingleYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv03_PopulationBySingleYear:rowtotal
CENSUS_INDV03_A_MALE,Population By Single Year: a_male (Census 2021),"Source column a_male from Indv03_PopulationBySingleYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv03_PopulationBySingleYear:a_male
CENSUS_INDV03_B_FEMALE,Population By Single Year: b_female (Census 2021),"Source column b_female from Indv03_PopulationBySingleYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv03_PopulationBySingleYear:b_female
CENSUS_INDV04_ROWTOTAL,Population by five-year age group (Census 2021),"Source column rowtotal from Indv04_PopulationByFiveYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv04_PopulationByFiveYear:rowtotal
CENSUS_INDV04_A_MALE,Population: male (Census 2021),"Source column a_male from Indv04_PopulationByFiveYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv04_PopulationByFiveYear:a_male
CENSUS_INDV04_B_FEMALE,Population: female (Census 2021),"Source column b_female from Indv04_PopulationByFiveYear.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv04_PopulationByFiveYear:b_female
CENSUS_INDV05_NUMLOCALITY,Size Of Localities: numLocality (Census 2021),"Source column numLocality from Indv05_SizeOfLocalities.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",COUNT,population,Indv05_SizeOfLocalities:numLocality
CENSUS_INDV05_NOHHLD,Size Of Localities: noHhld (Census 2021),"Source column noHhld from Indv05_SizeOfLocalities.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv05_SizeOfLocalities:noHhld
CENSUS_INDV05_TOTAL,Size Of Localities: total (Census 2021),"Source column total from Indv05_SizeOfLocalities.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv05_SizeOfLocalities:total
CENSUS_INDV05_MALE,Size Of Localities: male (Census 2021),"Source column male from Indv05_SizeOfLocalities.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv05_SizeOfLocalities:male
CENSUS_INDV05_FEML,Size Of Localities: feml (Census 2021),"Source column feml from Indv05_SizeOfLocalities.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv05_SizeOfLocalities:feml
CENSUS_INDV06_ROWTOTAL,Household Head By Sex: rowtotal (Census 2021),"Source column rowtotal from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:rowtotal
CENSUS_INDV06_A_BELOW14,Household Head By Sex: a_below14 (Census 2021),"Source column a_below14 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:a_below14
CENSUS_INDV06_B_15TO19,Household Head By Sex: b_15to19 (Census 2021),"Source column b_15to19 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:b_15to19
CENSUS_INDV06_C_20TO29,Household Head By Sex: c_20to29 (Census 2021),"Source column c_20to29 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:c_20to29
CENSUS_INDV06_D_30TO39,Household Head By Sex: d_30to39 (Census 2021),"Source column d_30to39 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:d_30to39
CENSUS_INDV06_E_40T049,Household Head By Sex: e_40t049 (Census 2021),"Source column e_40t049 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:e_40t049
CENSUS_INDV06_F_50TO59,Household Head By Sex: f_50to59 (Census 2021),"Source column f_50to59 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:f_50to59
CENSUS_INDV06_G_60TO69,Household Head By Sex: g_60to69 (Census 2021),"Source column g_60to69 from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:g_60to69
CENSUS_INDV06_H_70PLUS,Household Head By Sex: h_70plus (Census 2021),"Source column h_70plus from Indv06_HouseholdHeadBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Indv06_HouseholdHeadBySex:h_70plus
CENSUS_INDV07_ROWTOTAL,Population By Relationship: rowtotal (Census 2021),"Source column rowtotal from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:rowtotal
CENSUS_INDV07_A_SELF,Population By Relationship: a_self (Census 2021),"Source column a_self from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:a_self
CENSUS_INDV07_B_SPOUSE,Population By Relationship: b_spouse (Census 2021),"Source column b_spouse from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:b_spouse
CENSUS_INDV07_C_SON,Population By Relationship: c_son (Census 2021),"Source column c_son from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:c_son
CENSUS_INDV07_D_DAU,Population By Relationship: d_dau (Census 2021),"Source column d_dau from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:d_dau
CENSUS_INDV07_E_PARENT,Population By Relationship: e_parent (Census 2021),"Source column e_parent from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:e_parent
CENSUS_INDV07_F_MOTHFATHLAW,Population By Relationship: f_mothfathlaw (Census 2021),"Source column f_mothfathlaw from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:f_mothfathlaw
CENSUS_INDV07_G_BROSIS,Population By Relationship: g_brosis (Census 2021),"Source column g_brosis from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:g_brosis
CENSUS_INDV07_H_GRNDCHLD,Population By Relationship: h_grndchld (Census 2021),"Source column h_grndchld from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:h_grndchld
CENSUS_INDV07_I_OTHER,Population By Relationship: i_other (Census 2021),"Source column i_other from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:i_other
CENSUS_INDV07_J_HHLDWORKR,Population By Relationship: j_hhldworkr (Census 2021),"Source column j_hhldworkr from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:j_hhldworkr
CENSUS_INDV07_K_NORELATION,Population By Relationship: k_norelation (Census 2021),"Source column k_norelation from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:k_norelation
CENSUS_INDV07_L_NOTSTD,Population By Relationship: l_notstd (Census 2021),"Source column l_notstd from Indv07_PopulationByRelationship.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv07_PopulationByRelationship:l_notstd
CENSUS_INDV09_ROWTOTAL,Population By Nationality: rowtotal (Census 2021),"Source column rowtotal from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:rowtotal
CENSUS_INDV09_A_NEPAL,Population By Nationality: a_nepal (Census 2021),"Source column a_nepal from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:a_nepal
CENSUS_INDV09_B_INDIA,Population By Nationality: b_india (Census 2021),"Source column b_india from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:b_india
CENSUS_INDV09_C_CHINA,Population By Nationality: c_china (Census 2021),"Source column c_china from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:c_china
CENSUS_INDV09_D_SAARC,Population By Nationality: d_saarc (Census 2021),"Source column d_saarc from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:d_saarc
CENSUS_INDV09_E_OTHER,Population By Nationality: e_other (Census 2021),"Source column e_other from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:e_other
CENSUS_INDV09_F_NOTSTD,Population By Nationality: f_notstd (Census 2021),"Source column f_notstd from Indv09_PopulationByNationality.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv09_PopulationByNationality:f_notstd
CENSUS_INDV10_ROWTOTAL,Population By Marital Status: rowtotal (Census 2021),"Source column rowtotal from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:rowtotal
CENSUS_INDV10_A_NEVRMARRIED,Population By Marital Status: a_nevrmarried (Census 2021),"Source column a_nevrmarried from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:a_nevrmarried
CENSUS_INDV10_B_MARRIED,Population By Marital Status: b_married (Census 2021),"Source column b_married from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:b_married
CENSUS_INDV10_C_WIDOW,Population By Marital Status: c_widow (Census 2021),"Source column c_widow from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:c_widow
CENSUS_INDV10_D_DIVORCED,Population By Marital Status: d_divorced (Census 2021),"Source column d_divorced from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:d_divorced
CENSUS_INDV10_E_SEPARATED,Population By Marital Status: e_separated (Census 2021),"Source column e_separated from Indv10_PopulationByMaritalStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv10_PopulationByMaritalStatus:e_separated
CENSUS_INDV11_ROWTOTAL,Population By Age At First Marriage: rowtotal (Census 2021),"Source column rowtotal from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:rowtotal
CENSUS_INDV11_A_BELOW10,Population By Age At First Marriage: a_below10 (Census 2021),"Source column a_below10 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:a_below10
CENSUS_INDV11_B_10TO14,Population By Age At First Marriage: b_10to14 (Census 2021),"Source column b_10to14 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:b_10to14
CENSUS_INDV11_C_15TO17,Population By Age At First Marriage: c_15to17 (Census 2021),"Source column c_15to17 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:c_15to17
CENSUS_INDV11_D_18TO19,Population By Age At First Marriage: d_18to19 (Census 2021),"Source column d_18to19 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:d_18to19
CENSUS_INDV11_E_20TO24,Population By Age At First Marriage: e_20to24 (Census 2021),"Source column e_20to24 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:e_20to24
CENSUS_INDV11_F_25TO29,Population By Age At First Marriage: f_25to29 (Census 2021),"Source column f_25to29 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:f_25to29
CENSUS_INDV11_G_30TO34,Population By Age At First Marriage: g_30to34 (Census 2021),"Source column g_30to34 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:g_30to34
CENSUS_INDV11_H_35TO39,Population By Age At First Marriage: h_35to39 (Census 2021),"Source column h_35to39 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:h_35to39
CENSUS_INDV11_I_40TO44,Population By Age At First Marriage: i_40to44 (Census 2021),"Source column i_40to44 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:i_40to44
CENSUS_INDV11_J_45TO49,Population By Age At First Marriage: j_45to49 (Census 2021),"Source column j_45to49 from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:j_45to49
CENSUS_INDV11_K_50PLUS,Population By Age At First Marriage: k_50plus (Census 2021),"Source column k_50plus from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:k_50plus
CENSUS_INDV11_L_NOTSTD,Population By Age At First Marriage: l_notstd (Census 2021),"Source column l_notstd from Indv11_PopulationByAgeAtFirstMarriage.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv11_PopulationByAgeAtFirstMarriage:l_notstd
CENSUS_INDV16_ROWTOTAL,Population by disability status (Census 2021),"Source column rowtotal from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:rowtotal
CENSUS_INDV16_A_PHYSICAL,Disability: physical (Census 2021),"Source column a_physical from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:a_physical
CENSUS_INDV16_B_LOWVISION,Disability: low vision (Census 2021),"Source column b_lowvision from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:b_lowvision
CENSUS_INDV16_C_BLIND,Disability: blind (Census 2021),"Source column c_blind from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:c_blind
CENSUS_INDV16_D_DEAF,Disability: deaf (Census 2021),"Source column d_deaf from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:d_deaf
CENSUS_INDV16_E_HARDHEAR,Disability: hard of hearing (Census 2021),"Source column e_hardhear from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:e_hardhear
CENSUS_INDV16_F_DEAFBLIND,Disability: deafblind (Census 2021),"Source column f_deafblind from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:f_deafblind
CENSUS_INDV16_G_SPEECH,Disability: speech (Census 2021),"Source column g_speech from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:g_speech
CENSUS_INDV16_H_MENTAL,Disability: mental (Census 2021),"Source column h_mental from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:h_mental
CENSUS_INDV16_I_INTELLECT,Disability: intellectual (Census 2021),"Source column i_intellect from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:i_intellect
CENSUS_INDV16_J_HEMOPHILIA,Disability: haemophilia (Census 2021),"Source column j_hemophilia from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:j_hemophilia
CENSUS_INDV16_K_AUTISM,Disability: autism (Census 2021),"Source column k_autism from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:k_autism
CENSUS_INDV16_L_MULTIPLE,Disability: multiple (Census 2021),"Source column l_multiple from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:l_multiple
CENSUS_INDV16_M_NODISABL,No disability (Census 2021),"Source column m_nodisabl from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:m_nodisabl
CENSUS_INDV16_N_NOTSTD,Disability: not stated (Census 2021),"Source column n_notstd from Indv16_PopulationByDisability.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Indv16_PopulationByDisability:n_notstd
CENSUS_INDV17_ROWTOTAL,Population by literacy status (Census 2021),"Source column rowtotal from Indv17_PopulationByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv17_PopulationByLiteracyStatus:rowtotal
CENSUS_INDV17_A_READWRITE,Literacy: can read and write (Census 2021),"Source column a_readwrite from Indv17_PopulationByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv17_PopulationByLiteracyStatus:a_readwrite
CENSUS_INDV17_B_READONLY,Literacy: can read only (Census 2021),"Source column b_readonly from Indv17_PopulationByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv17_PopulationByLiteracyStatus:b_readonly
CENSUS_INDV17_C_NOREADWRITE,Literacy: cannot read or write (Census 2021),"Source column c_noreadwrite from Indv17_PopulationByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv17_PopulationByLiteracyStatus:c_noreadwrite
CENSUS_INDV17_D_NOTSTD,Literacy: not stated (Census 2021),"Source column d_notstd from Indv17_PopulationByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv17_PopulationByLiteracyStatus:d_notstd
CENSUS_INDV18_ROWTOTAL,Population by education level (Census 2021),"Source column rowtotal from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:rowtotal
CENSUS_INDV18_A_EARLYEDU,Education: early childhood education (Census 2021),"Source column a_earlyedu from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:a_earlyedu
CENSUS_INDV18_B_PRIMARY,Education: primary (Census 2021),"Source column b_primary from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:b_primary
CENSUS_INDV18_C_LOWRSECNDRY,Education: lower secondary (Census 2021),"Source column c_lowrsecndry from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:c_lowrsecndry
CENSUS_INDV18_D_UPPRSECNDRY,Education: upper secondary (Census 2021),"Source column d_upprsecndry from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:d_upprsecndry
CENSUS_INDV18_E_SLC,Education: SLC (Census 2021),"Source column e_slc from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:e_slc
CENSUS_INDV18_F_INTER,Education: intermediate (Census 2021),"Source column f_inter from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:f_inter
