code,wdi_code,name_wb,topic,unit_code,wb_topic,latest_year,latest_value
SE_PRM_NENR,SE.PRM.NENR,"School enrollment, primary (% net)",education,PCT,Education,2019,96.2984
SE_PRM_NENR_FE,SE.PRM.NENR.FE,"School enrollment, primary, female (% net)",education,PCT,Education,2004,74.78198
SE_PRM_NENR_MA,SE.PRM.NENR.MA,"School enrollment, primary, male (% net)",education,PCT,Education,2004,85.96715
SE_PRM_OENR_FE_ZS,SE.PRM.OENR.FE.ZS,"Over-age students, primary, female (% of female enrollment)",education,PCT,Education,2019,31.1994
SE_PRM_OENR_MA_ZS,SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",education,PCT,Education,2019,24.64745
SE_PRM_OENR_ZS,SE.PRM.OENR.ZS,"Over-age students, primary (% of enrollment)",education,PCT,Education,2019,27.96354
SE_PRM_PRIV_ZS,SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)",education,PCT,Education,2020,25.3811492919922
SE_PRM_PRS5_FE_ZS,SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)",education,PCT,Education,2016,73.4071426391602
SE_PRM_PRS5_MA_ZS,SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",education,PCT,Education,2016,73.6872100830078
SE_PRM_PRS5_ZS,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",education,PCT,Education,2016,73.5494384765625
SE_PRM_PRSL_FE_ZS,SE.PRM.PRSL.FE.ZS,"Persistence to last grade of primary, female (% of cohort)",education,PCT,Education,2016,73.4071426391602
SE_PRM_PRSL_MA_ZS,SE.PRM.PRSL.MA.ZS,"Persistence to last grade of primary, male (% of cohort)",education,PCT,Education,2016,73.6872100830078
SE_PRM_PRSL_ZS,SE.PRM.PRSL.ZS,"Persistence to last grade of primary, total (% of cohort)",education,PCT,Education,2016,73.5494384765625
SE_PRM_REPT_FE_ZS,SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)",education,PCT,Education,2019,7.33748
SE_PRM_REPT_MA_ZS,SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)",education,PCT,Education,2019,7.85974
SE_PRM_REPT_ZS,SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)",education,PCT,Education,2019,7.59541
SE_PRM_TCAQ_FE_ZS,SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",education,PCT,Education,2025,95.9989318100015
SE_PRM_TCAQ_MA_ZS,SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)",education,PCT,Education,2025,95.5978634216097
SE_PRM_TCAQ_ZS,SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers),education,PCT,Education,2025,95.8172441825018
SE_PRM_TCHR,SE.PRM.TCHR,"Primary education, teachers",education,COUNT,Education,2025,157456.0
SE_PRM_TCHR_FE_ZS,SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",education,PCT,Education,2025,54.6990905395793
SE_PRM_TENR,SE.PRM.TENR,"Adjusted net enrollment rate, primary (% of primary school age children)",education,PCT,Education,2019,96.2984
SE_PRM_TENR_FE,SE.PRM.TENR.FE,"Adjusted net enrollment rate, primary, female (% of primary school age children)",education,PCT,Education,2004,74.78198
SE_PRM_TENR_MA,SE.PRM.TENR.MA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",education,PCT,Education,2004,85.96715
SE_PRM_UNER,SE.PRM.UNER,"Children out of school, primary",education,COUNT,Education,2025,21146.0
SE_PRM_UNER_FE,SE.PRM.UNER.FE,"Children out of school, primary, female",education,COUNT,Education,2025,19465.0
SE_PRM_UNER_FE_ZS,SE.PRM.UNER.FE.ZS,"Children out of school, female (% of female primary school age)",education,PCT,Education,2025,1.45426915597102
SE_PRM_UNER_MA,SE.PRM.UNER.MA,"Children out of school, primary, male",education,COUNT,Education,2025,1681.0
SE_PRM_UNER_MA_ZS,SE.PRM.UNER.MA.ZS,"Children out of school, male (% of male primary school age)",education,PCT,Education,2025,0.117155184970683
SE_PRM_UNER_ZS,SE.PRM.UNER.ZS,Children out of school (% of primary school age),education,PCT,Education,2025,0.762479077438538
SE_SEC_AGES,SE.SEC.AGES,Lower secondary school starting age (years),education,YEARS,Education,2025,10.0
SE_SEC_CMPT_LO_FE_ZS,SE.SEC.CMPT.LO.FE.ZS,"Lower secondary completion rate, female (% of relevant age group)",education,PCT,Education,2025,101.349698579379
SE_SEC_CMPT_LO_MA_ZS,SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",education,PCT,Education,2025,95.3446529074318
SE_SEC_CMPT_LO_ZS,SE.SEC.CMPT.LO.ZS,"Lower secondary completion rate, total (% of relevant age group)",education,PCT,Education,2025,98.2485856922627
SE_SEC_CUAT_LO_FE_ZS,SE.SEC.CUAT.LO.FE.ZS,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",education,PCT,Education,2021,26.5851192474365
SE_SEC_CUAT_LO_MA_ZS,SE.SEC.CUAT.LO.MA.ZS,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",education,PCT,Education,2021,43.1910285949707
SE_SEC_CUAT_LO_ZS,SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",education,PCT,Education,2021,33.893009185791
SE_SEC_CUAT_PO_FE_ZS,SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",education,PCT,Education,2017,7.83999798536847
SE_SEC_CUAT_PO_MA_ZS,SE.SEC.CUAT.PO.MA.ZS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",education,PCT,Education,2017,16.591737227824
SE_SEC_CUAT_PO_ZS,SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",education,PCT,Education,2017,11.7101145889809
SE_SEC_CUAT_UP_FE_ZS,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",education,PCT,Education,2021,10.0255298614502
SE_SEC_CUAT_UP_MA_ZS,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",education,PCT,Education,2021,16.4417991638184
SE_SEC_CUAT_UP_ZS,SE.SEC.CUAT.UP.ZS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",education,PCT,Education,2021,12.8491897583008
SE_SEC_DURS,SE.SEC.DURS,"Secondary education, duration (years)",education,YEARS,Education,2025,7.0
SE_SEC_ENRL,SE.SEC.ENRL,"Secondary education, pupils",education,COUNT,Education,2024,3668708.0
SE_SEC_ENRL_FE_ZS,SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)",education,PCT,Education,2019,51.43063
SE_SEC_ENRL_GC,SE.SEC.ENRL.GC,"Secondary education, general pupils",education,COUNT,Education,2019,3421508.0
SE_SEC_ENRL_GC_FE_ZS,SE.SEC.ENRL.GC.FE.ZS,"Secondary education, general pupils (% female)",education,PCT,Education,2019,51.43375
SE_SEC_ENRL_LO_TC_ZS,SE.SEC.ENRL.LO.TC.ZS,"Pupil-teacher ratio, lower secondary",education,RATIO,Education,2019,31.99445
SE_SEC_ENRL_TC_ZS,SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary",education,RATIO,Education,2019,28.2567
SE_SEC_ENRL_UP_TC_ZS,SE.SEC.ENRL.UP.TC.ZS,"Pupil-teacher ratio, upper secondary",education,RATIO,Education,2019,24.86179
SE_SEC_ENRL_VO,SE.SEC.ENRL.VO,"Secondary education, vocational pupils",education,COUNT,Education,2019,42255.0
SE_SEC_ENRL_VO_FE_ZS,SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)",education,PCT,Education,2019,51.17738
SE_SEC_ENRR,SE.SEC.ENRR,"School enrollment, secondary (% gross)",education,PCT,Education,2024,90.3878462155916
SE_SEC_ENRR_FE,SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)",education,PCT,Education,2024,90.8899312933145
SE_SEC_ENRR_MA,SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)",education,PCT,Education,2024,89.9105218740328
SE_SEC_NENR,SE.SEC.NENR,"School enrollment, secondary (% net)",education,PCT,Education,2019,61.87253
SE_SEC_NENR_FE,SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)",education,PCT,Education,2019,62.81848
SE_SEC_NENR_MA,SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)",education,PCT,Education,2019,60.93904
SE_SEC_PRIV_ZS,SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)",education,PCT,Education,2020,23.7736797332764
SE_SEC_PROG_FE_ZS,SE.SEC.PROG.FE.ZS,"Progression to secondary school, female (%)",education,PCT,Education,2016,80.77195
SE_SEC_PROG_MA_ZS,SE.SEC.PROG.MA.ZS,"Progression to secondary school, male (%)",education,PCT,Education,2016,84.06958
SE_SEC_PROG_ZS,SE.SEC.PROG.ZS,Progression to secondary school (%),education,PCT,Education,2016,82.38135
SE_SEC_TCAQ_FE_ZS,SE.SEC.TCAQ.FE.ZS,"Trained teachers in secondary education, female (% of female teachers)",education,PCT,Education,2025,96.7324162215392
SE_SEC_TCAQ_LO_FE_ZS,SE.SEC.TCAQ.LO.FE.ZS,"Trained teachers in lower secondary education, female (% of female teachers)",education,PCT,Education,2025,97.5184197441577
SE_SEC_TCAQ_LO_MA_ZS,SE.SEC.TCAQ.LO.MA.ZS,"Trained teachers in lower secondary education, male (% of male teachers)",education,PCT,Education,2025,96.9987559610201
SE_SEC_TCAQ_LO_ZS,SE.SEC.TCAQ.LO.ZS,Trained teachers in lower secondary education (% of total teachers),education,PCT,Education,2025,97.188133164215
SE_SEC_TCAQ_MA_ZS,SE.SEC.TCAQ.MA.ZS,"Trained teachers in secondary education, male (% of male teachers)",education,PCT,Education,2025,97.695766204571
SE_SEC_TCAQ_UP_FE_ZS,SE.SEC.TCAQ.UP.FE.ZS,"Trained teachers in upper secondary education, female (% of female teachers)",education,PCT,Education,2025,95.2054794520548
SE_SEC_TCAQ_UP_MA_ZS,SE.SEC.TCAQ.UP.MA.ZS,"Trained teachers in upper secondary education, male (% of male teachers)",education,PCT,Education,2025,98.211341589663
SE_SEC_TCAQ_UP_ZS,SE.SEC.TCAQ.UP.ZS,Trained teachers in upper secondary education (% of total teachers),education,PCT,Education,2025,97.6726986624705
SE_SEC_TCAQ_ZS,SE.SEC.TCAQ.ZS,Trained teachers in secondary education (% of total teachers),education,PCT,Education,2025,97.4359593423308
SE_SEC_TCHR,SE.SEC.TCHR,"Secondary education, teachers",education,COUNT,Education,2025,124257.0
SE_SEC_TCHR_FE,SE.SEC.TCHR.FE,"Secondary education, teachers, female",education,COUNT,Education,2025,33511.0
SE_SEC_TCHR_FE_ZS,SE.SEC.TCHR.FE.ZS,"Secondary education, teachers (% female)",education,PCT,Education,2025,26.9691043562938
SE_SEC_UNER_LO_FE_ZS,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",education,PCT,Education,2024,4.807836936654
SE_SEC_UNER_LO_MA_ZS,SE.SEC.UNER.LO.MA.ZS,"Adolescents out of school, male (% of male lower secondary school age)",education,PCT,Education,2024,4.34810944435081
SE_SEC_UNER_LO_ZS,SE.SEC.UNER.LO.ZS,Adolescents out of school (% of lower secondary school age),education,PCT,Education,2025,0.676011133162421
SE_TER_CUAT_BA_FE_ZS,SE.TER.CUAT.BA.FE.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",education,PCT,Education,2017,3.51821562249797
SE_TER_CUAT_BA_MA_ZS,SE.TER.CUAT.BA.MA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",education,PCT,Education,2017,8.72072623194252
SE_TER_CUAT_BA_ZS,SE.TER.CUAT.BA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",education,PCT,Education,2017,5.81882377960664
SE_TER_CUAT_MS_FE_ZS,SE.TER.CUAT.MS.FE.ZS,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",education,PCT,Education,2017,0.946150848565936
SE_TER_CUAT_MS_MA_ZS,SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",education,PCT,Education,2017,2.76001191016226
SE_TER_CUAT_MS_ZS,SE.TER.CUAT.MS.ZS,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",education,PCT,Education,2017,1.74826041977848
SE_TER_CUAT_ST_FE_ZS,SE.TER.CUAT.ST.FE.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",education,PCT,Education,2017,3.51821562249797
SE_TER_CUAT_ST_MA_ZS,SE.TER.CUAT.ST.MA.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",education,PCT,Education,2017,8.72072623194252
SE_TER_CUAT_ST_ZS,SE.TER.CUAT.ST.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",education,PCT,Education,2017,5.81882377960664
SE_TER_ENRL_TC_ZS,SE.TER.ENRL.TC.ZS,"Pupil-teacher ratio, tertiary",education,RATIO,Education,2013,60.00969
SE_TER_ENRR,SE.TER.ENRR,"School enrollment, tertiary (% gross)",education,PCT,Education,2024,21.2915596292014
SE_TER_ENRR_FE,SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)",education,PCT,Education,2024,23.8673282040859
SE_TER_ENRR_MA,SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)",education,PCT,Education,2024,18.6671130084409
SE_TER_TCHR_FE_ZS,SE.TER.TCHR.FE.ZS,"Tertiary education, academic staff (% female)",education,PCT,Education,2024,31.2531037907631
SE_XPD_CPRM_ZS,SE.XPD.CPRM.ZS,"Current education expenditure, primary (% of total expenditure in primary public institutions)",education,PCT,Education,2015,90.6073684692383
SE_XPD_CSEC_ZS,SE.XPD.CSEC.ZS,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",education,PCT,Education,2015,89.925422668457
SE_XPD_CTER_ZS,SE.XPD.CTER.ZS,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",education,PCT,Education,2015,82.3888778686523
SE_XPD_CTOT_ZS,SE.XPD.CTOT.ZS,"Current education expenditure, total (% of total expenditure in public institutions)",education,PCT,Education,2015,89.0256271362305
SE_XPD_PRIM_PC_ZS,SE.XPD.PRIM.PC.ZS,"Government expenditure per student, primary (% of GDP per capita)",education,PCT,Education,2015,12.35956
SE_XPD_PRIM_ZS,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),education,PCT,Education,2015,53.77015
SE_XPD_SECO_PC_ZS,SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",education,PCT,Education,2015,10.45324
SE_XPD_SECO_ZS,SE.XPD.SECO.ZS,Expenditure on secondary education (% of government expenditure on education),education,PCT,Education,2015,33.31876
SE_XPD_TERT_PC_ZS,SE.XPD.TERT.PC.ZS,"Government expenditure per student, tertiary (% of GDP per capita)",education,PCT,Education,2015,24.16269
SE_XPD_TERT_ZS,SE.XPD.TERT.ZS,Expenditure on tertiary education (% of government expenditure on education),education,PCT,Education,2015,10.79779
SE_XPD_TOTL_GB_ZS,SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",education,PCT,Education,2025,10.7512308373767
SE_XPD_TOTL_GD_ZS,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",education,PCT,Education,2024,3.68849173764595
SH_DTH_0509,SH.DTH.0509,Number of deaths ages 5-9 years,education,COUNT,Education,2024,1304.0
SH_DTH_1014,SH.DTH.1014,Number of deaths ages 10-14 years,education,COUNT,Education,2024,1167.0
SH_DTH_1519,SH.DTH.1519,Number of deaths ages 15-19 years,education,COUNT,Education,2024,2269.0
SH_DTH_2024,SH.DTH.2024,Number of deaths ages 20-24 years,education,COUNT,Education,2024,3188.0
SH_DYN_0509,SH.DYN.0509,"Probability of dying among children ages 5-9 years (per 1,000)",education,PER_1000,Education,2024,2.3
SH_DYN_1014,SH.DYN.1014,"Probability of dying among adolescents ages 10-14 years (per 1,000)",education,PER_1000,Education,2024,2.0
SH_DYN_1519,SH.DYN.1519,"Probability of dying among adolescents ages 15-19 years (per 1,000)",education,PER_1000,Education,2024,3.9
SH_DYN_2024,SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)",education,PER_1000,Education,2024,5.5
SL_TLF_TOTL_FE_ZS,SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",education,PCT,Education,2025,37.6010551540401
SL_TLF_TOTL_IN,SL.TLF.TOTL.IN,"Labor force, total",education,COUNT,Education,2025,8362760.0
SL_UEM_TOTL_FE_ZS,SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",education,PCT,Education,2025,11.819
SL_UEM_TOTL_MA_ZS,SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",education,PCT,Education,2025,9.65
AG_LND_EL5M_UR_K2,AG.LND.EL5M.UR.K2,Urban land area where elevation is below 5 meters (sq. km),environment,SQ_KM,Climate Change,2015,0.0
AG_LND_EL5M_UR_ZS,AG.LND.EL5M.UR.ZS,Urban land area where elevation is below 5 meters (% of total land area),environment,PCT,Climate Change,2015,0.0
AG_LND_EL5M_ZS,AG.LND.EL5M.ZS,Land area where elevation is below 5 meters (% of total land area),environment,PCT,Climate Change,2015,0.0
AG_LND_TOTL_UR_K2,AG.LND.TOTL.UR.K2,Urban land area (sq. km),environment,SQ_KM,Urban Development,2015,3041.754743167
EG_CFT_ACCS_RU_ZS,EG.CFT.ACCS.RU.ZS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",environment,PCT,Environment,2023,25.7
EG_CFT_ACCS_UR_ZS,EG.CFT.ACCS.UR.ZS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",environment,PCT,Environment,2023,62.4
EG_CFT_ACCS_ZS,EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking (% of population),environment,PCT,Environment,2023,42.7
EG_EGY_PRIM_PP_KD,EG.EGY.PRIM.PP.KD,Energy intensity level of primary energy (MJ/$2021 PPP GDP),environment,USD_PPP,Energy & Mining,2021,5.63
EG_ELC_ACCS_UR_ZS,EG.ELC.ACCS.UR.ZS,"Access to electricity, urban (% of urban population)",environment,PCT,Energy & Mining,2024,99.7
EG_ELC_COAL_ZS,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),environment,PCT,Energy & Mining,2021,0.000414336026517506
EG_ELC_FOSL_ZS,EG.ELC.FOSL.ZS,"Electricity production from oil, gas and coal sources (% of total)",environment,PCT,Energy & Mining,2022,0.0
EG_ELC_HYRO_ZS,EG.ELC.HYRO.ZS,Electricity production from hydroelectric sources (% of total),environment,PCT,Energy & Mining,2023,99.0928407976463
EG_ELC_LOSS_ZS,EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output),environment,PCT,Energy & Mining,2023,14.4083033671134
EG_ELC_NGAS_ZS,EG.ELC.NGAS.ZS,Electricity production from natural gas sources (% of total),environment,PCT,Energy & Mining,2021,0.0
EG_ELC_NUCL_ZS,EG.ELC.NUCL.ZS,Electricity production from nuclear sources (% of total),environment,PCT,Energy & Mining,2021,0.0
EG_ELC_PETR_ZS,EG.ELC.PETR.ZS,Electricity production from oil sources (% of total),environment,PCT,Energy & Mining,2022,0.0
EG_ELC_RNEW_ZS,EG.ELC.RNEW.ZS,Renewable electricity output (% of total electricity output),environment,PCT,Energy & Mining,2021,83.9765900145018
EG_ELC_RNWX_KH,EG.ELC.RNWX.KH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",environment,KWH,Energy & Mining,2021,-1459900000.0
EG_ELC_RNWX_ZS,EG.ELC.RNWX.ZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",environment,PCT,Energy & Mining,2021,-15.1222291278227
EG_FEC_RNEW_ZS,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),environment,PCT,Energy & Mining,2021,73.7
EG_GDP_PUSE_KO_PP,EG.GDP.PUSE.KO.PP,GDP per unit of energy use (PPP $ per kg of oil equivalent),environment,USD_PPP,Energy & Mining,2023,12.198506853097
EG_GDP_PUSE_KO_PP_KD,EG.GDP.PUSE.KO.PP.KD,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),environment,USD_PPP,Energy & Mining,2023,10.9821369211742
EG_IMP_CONS_ZS,EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)",environment,PCT,Energy & Mining,2022,27.4137248718471
EG_USE_COMM_CL_ZS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),environment,PCT,Energy & Mining,2023,8.96
EG_USE_COMM_FO_ZS,EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total),environment,PCT,Energy & Mining,2023,0.0
EG_USE_COMM_GD_PP_KD,EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",environment,USD_PPP,Energy & Mining,2023,91.0569597863911
EG_USE_CRNW_ZS,EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy),environment,PCT,Energy & Mining,2023,64.6385317766774
EG_USE_ELEC_KH_PC,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),environment,KWH_PER_CAPITA,Energy & Mining,2023,350.972738692613
EG_USE_PCAP_KG_OE,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),environment,KG_OE_PER_CAPITA,Energy & Mining,2023,442.648852285229
EN_ATM_PM25_MC_M3,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",environment,UG_PER_M3,Urban Development,2023,53.2003436952498
EN_ATM_PM25_MC_T1_ZS,EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",environment,PCT,Environment,2017,99.9594563410929
EN_ATM_PM25_MC_T2_ZS,EN.ATM.PM25.MC.T2.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",environment,PCT,Environment,2017,99.9999999232063
EN_ATM_PM25_MC_T3_ZS,EN.ATM.PM25.MC.T3.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",environment,PCT,Environment,2017,100.0
EN_ATM_PM25_MC_ZS,EN.ATM.PM25.MC.ZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",environment,PCT,Urban Development,2017,100.0
EN_BIR_THRD_NO,EN.BIR.THRD.NO,"Bird species, threatened",environment,COUNT,Environment,2022,38.0
EN_CLC_DRSK_XQ,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),environment,SCORE,Climate Change,2011,2.75
EN_CLC_MDAT_ZS,EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",environment,PCT,Climate Change,2009,0.703796514298647
EN_FSH_THRD_NO,EN.FSH.THRD.NO,"Fish species, threatened",environment,COUNT,Environment,2022,11.0
EN_GHG_ALL_LU_MT_CE_AR5,EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions including LULUCF (Mt CO2e),environment,MT_CO2E,Environment,2023,25.884
EN_GHG_ALL_MT_CE_AR5,EN.GHG.ALL.MT.CE.AR5,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),environment,MT_CO2E,Environment,2024,41.4682
EN_GHG_ALL_PC_CE_AR5,EN.GHG.ALL.PC.CE.AR5,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),environment,MT_CO2E,Environment,2024,1.39854050382155
EN_GHG_CH4_AG_MT_CE_AR5,EN.GHG.CH4.AG.MT.CE.AR5,Methane (CH4) emissions from Agriculture (Mt CO2e),environment,MT_CO2E,Environment,2024,15.1953
EN_GHG_CH4_BU_MT_CE_AR5,EN.GHG.CH4.BU.MT.CE.AR5,Methane (CH4) emissions from Building (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,3.2059
EN_GHG_CH4_FE_MT_CE_AR5,EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,0.0608
EN_GHG_CH4_IC_MT_CE_AR5,EN.GHG.CH4.IC.MT.CE.AR5,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,0.0611
EN_GHG_CH4_MT_CE_AR5,EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),environment,MT_CO2E,Environment,2024,20.5946
EN_GHG_CH4_PI_MT_CE_AR5,EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,0.0
EN_GHG_CH4_TR_MT_CE_AR5,EN.GHG.CH4.TR.MT.CE.AR5,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,0.0256
EN_GHG_CH4_WA_MT_CE_AR5,EN.GHG.CH4.WA.MT.CE.AR5,Methane (CH4) emissions from Waste (Mt CO2e),environment,MT_CO2E,Environment,2024,2.0458
EN_GHG_CH4_ZG_AR5,EN.GHG.CH4.ZG.AR5,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),environment,PCT,Environment,2024,10.0809253498391
EN_GHG_CO2_AG_MT_CE_AR5,EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),environment,MT_CO2E,Environment,2024,0.087
EN_GHG_CO2_BU_MT_CE_AR5,EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,2.1224
EN_GHG_CO2_FE_MT_CE_AR5,EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,0.0001
EN_GHG_CO2_IC_MT_CE_AR5,EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),environment,MT_CO2E,Environment,2024,6.442
EN_GHG_CO2_IP_MT_CE_AR5,EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),environment,MT_CO2E,Environment,2024,2.1986
EN_GHG_CO2_LU_DF_MT_CE_AR5,EN.GHG.CO2.LU.DF.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),environment,MT_CO2E,Environment,2023,0.0
EN_GHG_CO2_LU_FL_MT_CE_AR5,EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),environment,MT_CO2E,Environment,2023,-16.232
EN_GHG_CO2_LU_MT_CE_AR5,EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),environment,MT_CO2E,Environment,2023,-16.232
EN_GHG_CO2_LU_OL_MT_CE_AR5,EN.GHG.CO2.LU.OL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),environment,MT_CO2E,Environment,2020,0.0
