code,wdi_code,name_wb,topic,unit_code,wb_topic,latest_year,latest_value
ER_H2O_INTR_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters),economy,M3_PER_CAPITA,Infrastructure,2022,6669.93410428169
FB_AST_NPER_ZS,FB.AST.NPER.ZS,Bank nonperforming loans to total gross loans (%),economy,PCT,Financial Sector,2025,5.15351145694385
FB_ATM_TOTL_P5,FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)",economy,PER_100K,Financial Sector,2024,24.4704593538272
FB_BNK_CAPA_ZS,FB.BNK.CAPA.ZS,Bank capital to assets ratio (%),economy,PCT,Financial Sector,2025,6.01454937093967
FB_CBK_BRCH_P5,FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",economy,PER_100K,Financial Sector,2024,23.8248878284133
FD_AST_PRVT_GD_ZS,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),economy,PCT,Financial Sector,2025,90.4034842401084
FD_RES_LIQU_AS_ZS,FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%),economy,PCT,Financial Sector,2025,7.67905530384054
FI_RES_TOTL_DT_ZS,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),economy,PCT,Financial Sector,2024,156.092747485642
FI_RES_TOTL_MO,FI.RES.TOTL.MO,Total reserves in months of imports,economy,MONTHS_OF_IMPORTS,Financial Sector,2024,12.9718425174618
FI_RES_XGLD_CD,FI.RES.XGLD.CD,Total reserves minus gold (current US$),economy,USD,Economy & Growth,2025,19978623093.8536
FM_AST_CGOV_ZG_M3,FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money),economy,PCT,Financial Sector,2025,7.05514132288028
FM_AST_DOMO_ZG_M3,FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money),economy,PCT,Financial Sector,2025,5.21626399171165
FM_AST_DOMS_CN,FM.AST.DOMS.CN,Net domestic credit (current LCU),economy,LCU,Financial Sector,2025,7667457956221.12
FM_AST_NFRG_CN,FM.AST.NFRG.CN,Net foreign assets (current LCU),economy,LCU,Financial Sector,2025,3153829371171.48
FM_AST_PRVT_GD_ZS,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP),economy,PCT,Financial Sector,2025,90.5447624655163
FM_AST_PRVT_ZG_M3,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money),economy,PCT,Financial Sector,2025,4.92767464956412
FM_LBL_BMNY_CN,FM.LBL.BMNY.CN,Broad money (current LCU),economy,LCU,Financial Sector,2025,8134570401200.32
FM_LBL_BMNY_GD_ZS,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),economy,PCT,Financial Sector,2025,131.205603031948
FM_LBL_BMNY_IR_ZS,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio,economy,RATIO,Financial Sector,2025,2.82863696126285
FM_LBL_BMNY_ZG,FM.LBL.BMNY.ZG,Broad money growth (annual %),economy,PCT,Financial Sector,2025,12.933089894523
FP_CPI_TOTL,FP.CPI.TOTL,Consumer price index (2010 = 100),economy,INDEX,Financial Sector,2025,254.615350687251
FS_AST_CGOV_GD_ZS,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",economy,PCT,Financial Sector,2025,28.2176986140874
FS_AST_PRVT_GD_ZS,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),economy,PCT,Financial Sector,2025,90.5447624655163
FX_OWN_TOTL_40_ZS,FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",economy,PCT,Financial Sector,2024,53.0095282322869
FX_OWN_TOTL_60_ZS,FX.OWN.TOTL.60.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",economy,PCT,Financial Sector,2024,64.6403454077327
FX_OWN_TOTL_FE_ZS,FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",economy,PCT,Financial Sector,2024,59.7778342772083
FX_OWN_TOTL_MA_ZS,FX.OWN.TOTL.MA.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",economy,PCT,Financial Sector,2024,60.2270903422122
FX_OWN_TOTL_OL_ZS,FX.OWN.TOTL.OL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",economy,PCT,Financial Sector,2024,67.3720985352467
FX_OWN_TOTL_PL_ZS,FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",economy,PCT,Financial Sector,2024,57.0633060524272
FX_OWN_TOTL_SO_ZS,FX.OWN.TOTL.SO.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",economy,PCT,Financial Sector,2024,68.7669106284418
FX_OWN_TOTL_YG_ZS,FX.OWN.TOTL.YG.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",economy,PCT,Financial Sector,2024,39.1164572624061
FX_OWN_TOTL_ZS,FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),economy,PCT,Financial Sector,2024,59.9911157064883
GB_XPD_RSDV_GD_ZS,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP),economy,PCT,Science & Technology,2010,0.30221
GC_AST_TOTL_CN,GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU),economy,LCU,Public Sector,2023,-103477320000.0
GC_AST_TOTL_GD_ZS,GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP),economy,PCT,Public Sector,2023,-1.92803042001867
GC_DOD_TOTL_CN,GC.DOD.TOTL.CN,"Central government debt, total (current LCU)",economy,LCU,Public Sector,2021,1737636800000.0
GC_DOD_TOTL_GD_ZS,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",economy,PCT,Economy & Growth,2021,39.9222686422289
GC_LBL_TOTL_CN,GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)",economy,LCU,Public Sector,2021,303116900000.0
GC_LBL_TOTL_GD_ZS,GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)",economy,PCT,Public Sector,2021,6.96412179564776
GC_NFN_TOTL_CN,GC.NFN.TOTL.CN,Net investment in nonfinancial assets (current LCU),economy,LCU,Public Sector,2023,234624750000.0
GC_NFN_TOTL_GD_ZS,GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP),economy,PCT,Public Sector,2023,4.37162129140256
GC_NLD_TOTL_CN,GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU),economy,LCU,Public Sector,2023,-315760786488.0
GC_NLD_TOTL_GD_ZS,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP),economy,PCT,Public Sector,2023,-5.88338006625882
GC_REV_GOTR_CN,GC.REV.GOTR.CN,Grants and other revenue (current LCU),economy,LCU,Public Sector,2023,161950610000.0
GC_REV_GOTR_ZS,GC.REV.GOTR.ZS,Grants and other revenue (% of revenue),economy,PCT,Public Sector,2023,17.7895260141408
GC_REV_XGRT_CN,GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)",economy,LCU,Public Sector,2023,887361693512.0
GC_REV_XGRT_GD_ZS,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",economy,PCT,Economy & Growth,2023,16.5336746124699
GC_TAX_EXPT_CN,GC.TAX.EXPT.CN,Taxes on exports (current LCU),economy,LCU,Public Sector,2023,350120000.0
GC_TAX_EXPT_ZS,GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue),economy,PCT,Public Sector,2023,0.0467812213823164
GC_TAX_GSRV_CN,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU),economy,LCU,Public Sector,2023,345782330850.0
GC_TAX_GSRV_RV_ZS,GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue),economy,PCT,Public Sector,2023,37.9825909262479
GC_TAX_GSRV_VA_ZS,GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services),economy,PCT,Public Sector,2023,9.56709019582773
GC_TAX_IMPT_CN,GC.TAX.IMPT.CN,Customs and other import duties (current LCU),economy,LCU,Public Sector,2023,142740730000.0
GC_TAX_IMPT_ZS,GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue),economy,PCT,Public Sector,2023,19.0722771918298
GC_TAX_INTT_CN,GC.TAX.INTT.CN,Taxes on international trade (current LCU),economy,LCU,Public Sector,2023,150895180000.0
GC_TAX_INTT_RV_ZS,GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue),economy,PCT,Public Sector,2023,16.5751381240148
GC_TAX_OTHR_CN,GC.TAX.OTHR.CN,Other taxes (current LCU),economy,LCU,Public Sector,2023,8673542662.0
GC_TAX_OTHR_RV_ZS,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),economy,PCT,Public Sector,2023,0.952748574521634
GC_TAX_TOTL_CN,GC.TAX.TOTL.CN,Tax revenue (current LCU),economy,LCU,Public Sector,2023,748419963512.0
GC_TAX_TOTL_GD_ZS,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP),economy,PCT,Public Sector,2023,13.9448572556808
GC_TAX_YPKG_CN,GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)",economy,LCU,Public Sector,2023,243068910000.0
GC_TAX_YPKG_RV_ZS,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)",economy,PCT,Public Sector,2023,26.6999963610748
GC_TAX_YPKG_ZS,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",economy,PCT,Public Sector,2023,32.4776090765119
GC_XPN_COMP_CN,GC.XPN.COMP.CN,Compensation of employees (current LCU),economy,LCU,Public Sector,2023,157799720000.0
GC_XPN_COMP_ZS,GC.XPN.COMP.ZS,Compensation of employees (% of expense),economy,PCT,Public Sector,2021,14.0777487173543
GC_XPN_GSRV_CN,GC.XPN.GSRV.CN,Goods and services expense (current LCU),economy,LCU,Public Sector,2023,50394080000.0
GC_XPN_GSRV_ZS,GC.XPN.GSRV.ZS,Goods and services expense (% of expense),economy,PCT,Public Sector,2021,4.35456625824024
GC_XPN_INTP_CN,GC.XPN.INTP.CN,Interest payments (current LCU),economy,LCU,Public Sector,2023,73029560000.0
GC_XPN_INTP_RV_ZS,GC.XPN.INTP.RV.ZS,Interest payments (% of revenue),economy,PCT,Public Sector,2023,8.02195964202454
GC_XPN_INTP_ZS,GC.XPN.INTP.ZS,Interest payments (% of expense),economy,PCT,Public Sector,2021,4.10545778120049
GC_XPN_OTHR_CN,GC.XPN.OTHR.CN,Other expense (current LCU),economy,LCU,Public Sector,2023,3228560000.0
GC_XPN_OTHR_ZS,GC.XPN.OTHR.ZS,Other expense (% of expense),economy,PCT,Public Sector,2021,0.26901470235159
GC_XPN_TOTL_CN,GC.XPN.TOTL.CN,Expense (current LCU),economy,LCU,Public Sector,2021,846217690000.0
GC_XPN_TOTL_GD_ZS,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),economy,PCT,Economy & Growth,2021,19.4418821873399
GC_XPN_TRFT_CN,GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU),economy,LCU,Public Sector,2023,707054690000.0
GC_XPN_TRFT_ZS,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense),economy,PCT,Public Sector,2021,77.1932125408534
GF_XPD_BUDG_ZS,GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%),economy,PCT,Public Sector,2024,77.6519
IC_BRE_BE_OS,IC.BRE.BE.OS,B-READY: Business Entry: Overall Score,economy,SCORE,,2024,66.3611107667287
IC_BRE_BI_OS,IC.BRE.BI.OS,B-READY: Business Insolvency: Overall Score,economy,SCORE,,2024,52.0370366666667
IC_BRE_BL_OS,IC.BRE.BL.OS,B-READY: Business Location: Overall Score,economy,SCORE,,2024,60.5115986540914
IC_BRE_DR_OS,IC.BRE.DR.OS,B-READY: Dispute Resolution: Overall Score,economy,SCORE,,2024,64.3968594868978
IC_BRE_FS_OS,IC.BRE.FS.OS,B-READY: Financial Services: Overall Score,economy,SCORE,,2024,70.5796286885937
IC_BRE_IT_OS,IC.BRE.IT.OS,B-READY: International Trade: Overall Score,economy,SCORE,,2024,66.6377522696543
IC_BRE_LB_OS,IC.BRE.LB.OS,B-READY: Labor: Overall Score,economy,SCORE,,2024,65.6965827941894
IC_BRE_MC_OS,IC.BRE.MC.OS,B-READY: Market Competition: Overall Score,economy,SCORE,,2024,33.0586915860573
IC_BRE_TX_OS,IC.BRE.TX.OS,B-READY: Taxation: Overall Score,economy,SCORE,,2024,57.9884262084961
IC_BRE_US_OS,IC.BRE.US.OS,B-READY: Utility Services: Overall Score,economy,SCORE,,2024,65.3853100836277
IC_BUS_NDNS_ZS,IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",economy,PER_1000,Private Sector,2020,1.39846767227195
IC_BUS_NREG,IC.BUS.NREG,New businesses registered (number),economy,COUNT,Private Sector,2020,25859.0
IC_CUS_DURS_EX,IC.CUS.DURS.EX,Average time to clear exports through customs (days),economy,DAYS,Private Sector,2023,2.90326786
IC_CUS_DURS_IM,IC.CUS.DURS.IM,Average time to clear imports through customs (days),economy,DAYS,,2023,5.345170021
IC_ELC_OUTG_ZS,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),economy,PCT,Private Sector,2023,75.83725739
IC_FRM_BKWC_ZS,IC.FRM.BKWC.ZS,Firms using banks to finance working capital (% of firms),economy,PCT,Private Sector,2023,39.63251114
IC_FRM_BNKL_ZS,IC.FRM.BNKL.ZS,Firms with a bank loan/line of credit (% of firms),economy,PCT,,2023,57.84732437
IC_FRM_BRIB_ZS,IC.FRM.BRIB.ZS,Bribery incidence (% of firms experiencing at least one bribe payment request),economy,PCT,Private Sector,2023,6.167713165
IC_FRM_CDP_ZS,IC.FRM.CDP.ZS,Firms that use a third party to resolve commercial disputes (% of firms),economy,PCT,,2023,7.22286272
IC_FRM_CMPU_ZS,IC.FRM.CMPU.ZS,Firms competing against unregistered firms (% of firms),economy,PCT,Private Sector,2023,37.66072464
IC_FRM_CO2_ZS,IC.FRM.CO2.ZS,Firms monitoring own CO2 emissions (% of firms),economy,PCT,,2023,1.786926031
IC_FRM_CORR_ZS,IC.FRM.CORR.ZS,Informal payments to public officials (% of firms),economy,PCT,Private Sector,2023,3.388922691
IC_FRM_CRDC_FL_ZS,IC.FRM.CRDC.FL.ZS,Firms that are fully credit constrained (% of firms),economy,PCT,,2023,11.53793812
IC_FRM_CRDC_PT_ZS,IC.FRM.CRDC.PT.ZS,Firms that are partially credit constrained (% of firms),economy,PCT,,2023,26.71022606
IC_FRM_DURS,IC.FRM.DURS,Time required to obtain an operating license (days),economy,DAYS,Private Sector,2023,2.799705505
IC_FRM_ENGM_ZS,IC.FRM.ENGM.ZS,Firms adopting energy management measures to reduce emissions (% of firms),economy,PCT,,2023,8.083931923
IC_FRM_EXS_ZS,IC.FRM.EXS.ZS,Firms exporting directly at least 10% of sales (% of firms),economy,PCT,,2023,11.0228405
IC_FRM_FEMM_ZS,IC.FRM.FEMM.ZS,Firms with female top manager (% of firms),economy,PCT,Private Sector,2023,10.31440258
IC_FRM_FEMO_ZS,IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms),economy,PCT,Private Sector,2023,14.69973087
IC_FRM_FO_ZS,IC.FRM.FO.ZS,Firms with at least 10% foreign ownership,economy,PCT,,2023,1.377724886
IC_FRM_FREG_ZS,IC.FRM.FREG.ZS,Firms formally registered when operations started (% of firms),economy,PCT,Private Sector,2023,85.36410522
IC_FRM_LOTM_ZS,IC.FRM.LOTM.ZS,Firms where largest owner is also the top manager (% of firms),economy,PCT,,2023,80.26119995
IC_FRM_METG_ZS,IC.FRM.METG.ZS,Firms visited or required meetings with tax officials (% of firms),economy,PCT,Private Sector,2023,46.19594574
IC_FRM_TAXE_ZS,IC.FRM.TAXE.ZS,Firms filling taxes electronically (% of firms),economy,PCT,,2023,40.2508812
IC_FRM_TRNG_ZS,IC.FRM.TRNG.ZS,Firms offering formal training (% of firms),economy,PCT,Private Sector,2023,14.05171204
IC_GOV_DURS_ZS,IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time),economy,PCT,Private Sector,2023,7.0947752
IC_MNG_IND,IC.MNG.IND,Management practices index,economy,INDEX,,2023,44.17591095
IC_TAX_GIFT_ZS,IC.TAX.GIFT.ZS,Firms expected to give gifts in meetings with tax officials (% of firms),economy,PCT,Private Sector,2023,4.659663677
IC_TAX_METG,IC.TAX.METG,Number of visits or required meetings with tax officials (average for affected firms),economy,COUNT,Private Sector,2023,1.787481546
IE_PPI_ICTI_CD,IE.PPI.ICTI.CD,Investment in ICT with private participation (current US$),economy,USD,Infrastructure,2024,10540000.0
IE_PPI_TRAN_CD,IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),economy,USD,Infrastructure,2015,350000000.0
IE_PPN_ENGY_CD,IE.PPN.ENGY.CD,Public private partnerships investment in energy (current US$),economy,USD,Infrastructure,2022,858740000.0
IE_PPN_ICTI_CD,IE.PPN.ICTI.CD,Public private partnerships investment in ICT (current US$),economy,USD,Infrastructure,2024,10540000.0
IE_PPN_TRAN_CD,IE.PPN.TRAN.CD,Public private partnerships investment in transport (current US$),economy,USD,Infrastructure,2015,350000000.0
IP_IDS_NRCT,IP.IDS.NRCT,"Industrial design applications, nonresident, by count",economy,COUNT,Infrastructure,2017,25.0
IP_IDS_RSCT,IP.IDS.RSCT,"Industrial design applications, resident, by count",economy,COUNT,Infrastructure,2017,15.0
IP_JRN_ARTC_SC,IP.JRN.ARTC.SC,Scientific and technical journal articles,economy,COUNT,Science & Technology,2023,1590.74
IP_PAT_NRES,IP.PAT.NRES,"Patent applications, nonresidents",economy,COUNT,Science & Technology,2017,43.0
IP_PAT_RESD,IP.PAT.RESD,"Patent applications, residents",economy,COUNT,Science & Technology,2017,20.0
IP_TMK_NRCT,IP.TMK.NRCT,"Trademark applications, nonresident, by count",economy,COUNT,Infrastructure,2017,1677.0
IP_TMK_RSCT,IP.TMK.RSCT,"Trademark applications, resident, by count",economy,COUNT,Infrastructure,2017,4005.0
IQ_CPA_BREG_XQ,IQ.CPA.BREG.XQ,CPIA business regulatory environment rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.5
IQ_CPA_DEBT_XQ,IQ.CPA.DEBT.XQ,CPIA debt policy rating (1=low to 6=high),economy,SCORE,Public Sector,2025,4.0
IQ_CPA_ECON_XQ,IQ.CPA.ECON.XQ,CPIA economic management cluster average (1=low to 6=high),economy,SCORE,Public Sector,2025,3.333333
IQ_CPA_ENVR_XQ,IQ.CPA.ENVR.XQ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.5
IQ_CPA_FINQ_XQ,IQ.CPA.FINQ.XQ,CPIA quality of budgetary and financial management rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_FINS_XQ,IQ.CPA.FINS.XQ,CPIA financial sector rating (1=low to 6=high),economy,SCORE,Public Sector,2025,4.0
IQ_CPA_FISP_XQ,IQ.CPA.FISP.XQ,CPIA fiscal policy rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_GNDR_XQ,IQ.CPA.GNDR.XQ,CPIA gender equality rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_HRES_XQ,IQ.CPA.HRES.XQ,CPIA building human resources rating (1=low to 6=high),economy,SCORE,Public Sector,2025,4.5
IQ_CPA_IRAI_XQ,IQ.CPA.IRAI.XQ,IDA resource allocation index (1=low to 6=high),economy,SCORE,Public Sector,2025,3.366667
IQ_CPA_MACR_XQ,IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_PADM_XQ,IQ.CPA.PADM.XQ,CPIA quality of public administration rating (1=low to 6=high),economy,SCORE,Public Sector,2025,2.5
IQ_CPA_PRES_XQ,IQ.CPA.PRES.XQ,CPIA equity of public resource use rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.5
IQ_CPA_PROP_XQ,IQ.CPA.PROP.XQ,CPIA property rights and rule-based governance rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_PROT_XQ,IQ.CPA.PROT.XQ,CPIA social protection rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_REVN_XQ,IQ.CPA.REVN.XQ,CPIA efficiency of revenue mobilization rating (1=low to 6=high),economy,SCORE,Public Sector,2025,3.0
IQ_CPA_SOCI_XQ,IQ.CPA.SOCI.XQ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),economy,SCORE,Public Sector,2025,3.5
IQ_CPA_STRC_XQ,IQ.CPA.STRC.XQ,CPIA structural policies cluster average (1=low to 6=high),economy,SCORE,Public Sector,2025,3.833333
IQ_CPA_TRAD_XQ,IQ.CPA.TRAD.XQ,CPIA trade rating (1=low to 6=high),economy,SCORE,Public Sector,2025,4.0
IQ_CPA_TRAN_XQ,IQ.CPA.TRAN.XQ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",economy,SCORE,Public Sector,2025,2.5
IQ_SPI_OVRL,IQ.SPI.OVRL,Statistical performance indicators (SPI): Overall score (scale 0-100),economy,SCORE,Public Sector,2024,60.3679166666667
IQ_SPI_PIL1,IQ.SPI.PIL1,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),economy,SCORE,Public Sector,2024,60.0
IQ_SPI_PIL2,IQ.SPI.PIL2,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),economy,SCORE,Public Sector,2024,66.2333333333333
IQ_SPI_PIL3,IQ.SPI.PIL3,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),economy,SCORE,Public Sector,2024,79.10625
IQ_SPI_PIL4,IQ.SPI.PIL4,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),economy,SCORE,Public Sector,2024,46.5
IQ_SPI_PIL5,IQ.SPI.PIL5,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),economy,SCORE,Public Sector,2024,50.0
IS_AIR_DPRT,IS.AIR.DPRT,"Air transport, registered carrier departures worldwide",economy,COUNT,Infrastructure,2023,67501.0
IS_AIR_GOOD_MT_K1,IS.AIR.GOOD.MT.K1,"Air transport, freight (million ton-km)",economy,MILLION_TON_KM,Infrastructure,2023,16.929456
